published_date,year,language,title,content_status,content_type,primary_category,all_categories,word_count,excerpt,url
2021-11-05,2021,Greek,7 Νοεμβρίου 2021: Open Day – Ημέρα Ενημέρωσης Πολιτιστικών Δράσεων,full_text,Public event promotion,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,353,"Με μεγάλη χαρά, ανυπομονησία, αλλά κυρίως με αίσθημα ευθύνης, ενημερώνουμε όλους τους φίλους, τα μέλη και όσους ενδιαφέρονται για τις (νέες) δράσεις της πολιτιστικής μας ομάδας “Tο Ελληνικό Σπίτι ”, ότι τη Κυριακή 7 Νοεμβρίου 2021 αρχίζουν (ξανά) οι δραστηριότητες και τα τμήματα μαθημάτων. Ειδικότερα, καλούμε ...",https://vvgn.eu/el/2021/11/05/7-%ce%bd%ce%bf%ce%b5%ce%bc%ce%b2%cf%81%ce%af%ce%bf%cf%85-2021-open-day-%ce%b7%ce%bc%ce%ad%cf%81%ce%b1-%ce%b5%ce%bd%ce%b7%ce%bc%ce%ad%cf%81%cf%89%cf%83%ce%b7%cf%82-%cf%80%ce%bf%ce%bb%ce%b9%cf%84/
2021-11-05,2021,English,7th of November 2021: Open Day for Cultural Activities,full_text,Public event promotion,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,352,"Dear all, We are delighted to announce the beginning of a new era for “Het Griekse Huis” in Rotterdam! Within the context of a ‘’new’’ beginning, we invite you all, old & new members who wish to get informed about and involved with the new activities ...",https://vvgn.eu/en/2021/11/05/7-%CE%BD%CE%BF%CE%B5%CE%BC%CE%B2%CF%81%CE%AF%CE%BF%CF%85-2021-open-day-%CE%B7%CE%BC%CE%AD%CF%81%CE%B1-%CE%B5%CE%BD%CE%B7%CE%BC%CE%AD%CF%81%CF%89%CF%83%CE%B7%CF%82-%CF%80%CE%BF%CE%BB%CE%B9%CF%84/
2021-11-15,2021,Dutch,(Ελληνικά) 5 Δεκεμβρίου 2021: 1ο WORKSHOP ΕΙΚΑΣΤΙΚΩΝ: “Χρωματίζοντας τον κόσμο μας”,placeholder_only,Workshop,Workshops Εικαστικών,Workshops Εικαστικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/11/15/workshop-%ce%b5%ce%b9%ce%ba%ce%b1%cf%83%cf%84%ce%b9%ce%ba%cf%89%ce%bd-%cf%87%cf%81%cf%89%ce%bc%ce%b1%cf%84%ce%af%ce%b6%ce%bf%ce%bd%cf%84%ce%b1%cf%82-%cf%84%ce%bf%ce%bd-%ce%ba%cf%8c%cf%83%ce%bc/
2021-11-15,2021,English,(Ελληνικά) 5 Δεκεμβρίου 2021: 1ο WORKSHOP ΕΙΚΑΣΤΙΚΩΝ: “Χρωματίζοντας τον κόσμο μας”,full_text,Workshop,Workshops Εικαστικών,Workshops Εικαστικών,512,"Sorry, this entry is only available in Ελληνικά . For the sake of viewer convenience, the content is shown below in the alternative language. You may click the link to switch the active language. Αγαπητά μας μέλη & φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Με μεγάλη ...",https://vvgn.eu/en/2021/11/15/workshop-%ce%b5%ce%b9%ce%ba%ce%b1%cf%83%cf%84%ce%b9%ce%ba%cf%89%ce%bd-%cf%87%cf%81%cf%89%ce%bc%ce%b1%cf%84%ce%af%ce%b6%ce%bf%ce%bd%cf%84%ce%b1%cf%82-%cf%84%ce%bf%ce%bd-%ce%ba%cf%8c%cf%83%ce%bc/
2021-11-15,2021,Greek,5 Δεκεμβρίου 2021: 1ο WORKSHOP ΕΙΚΑΣΤΙΚΩΝ: “Χρωματίζοντας τον κόσμο μας”,full_text,Workshop,Workshops Εικαστικών,Workshops Εικαστικών,478,"Αγαπητά μας μέλη & φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Με μεγάλη χαρά και πραγματική ανυπομονησία σας προσκαλούμε στην νέα μηνιαία καλλιτεχνική μας δραστηριότητα WORKSHOP ΕΙΚΑΣΤΙΚΩΝ: “Χρωματίζοντας τον κόσμο μας”. Για όσους και όσες ζωγραφίζουν, για εκείνους που πάντα το ήθελαν αλλά ποτέ δεν το τόλμησαν, ...",https://vvgn.eu/el/2021/11/15/workshop-%ce%b5%ce%b9%ce%ba%ce%b1%cf%83%cf%84%ce%b9%ce%ba%cf%89%ce%bd-%cf%87%cf%81%cf%89%ce%bc%ce%b1%cf%84%ce%af%ce%b6%ce%bf%ce%bd%cf%84%ce%b1%cf%82-%cf%84%ce%bf%ce%bd-%ce%ba%cf%8c%cf%83%ce%bc/
2021-12-05,2021,Dutch,(Ελληνικά) Greek Professionals Networking Event | December Edition,placeholder_only,Cultural program activity,Συναντήσεις Ελλήνων Επαγγελματιών στην Ολλανδία,Συναντήσεις Ελλήνων Επαγγελματιών στην Ολλανδία,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/12/05/greek-professionals-networking-event-december-edition/
2021-12-09,2021,Dutch,(Ελληνικά) Δείξε μου την πόλη σου! Rotterdam,placeholder_only,Cultural program activity,Δείξε μου την πόλη σου!,Δείξε μου την πόλη σου!,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/12/09/%ce%b4%ce%b5%ce%af%ce%be%ce%b5-%ce%bc%ce%bf%cf%85-%cf%84%ce%b7%ce%bd-%cf%80%cf%8c%ce%bb%ce%b7-%cf%83%ce%bf%cf%85-rotterdam/
2021-12-09,2021,Greek,Δείξε μου την πόλη σου! Rotterdam,full_text,Cultural program activity,Δείξε μου την πόλη σου!,Δείξε μου την πόλη σου!,146,"Μετά από αρκετά χρόνια απουσίας, ξεκινάμε ξανά αυτή την όμορφη δράση! Ακολουθούμε μία νέα διαδρομή κάθε φορά σε άγνωστα σημεία των πόλεων της Ολλανδίας. Κυριακή 12/12 12.00 ξεκινάμε με την πρώτη βόλτα στο Rotterdam. Σημείο συνάντησης και αφετηρία της βόλτας ο κεντρικός σταθμός (μπροστινή πλευρά). Η ...",https://vvgn.eu/el/2021/12/09/%CE%B4%CE%B5%CE%AF%CE%BE%CE%B5-%CE%BC%CE%BF%CF%85-%CF%84%CE%B7%CE%BD-%CF%80%CF%8C%CE%BB%CE%B7-%CF%83%CE%BF%CF%85-rotterdam/
2021-12-20,2021,Dutch,(Ελληνικά) 75 χρόνια Ένωση Ελλήνων Ολλανδίας – Μια σύντομη αναδρομή στο χρόνο,placeholder_only,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/12/20/75-%cf%87%cf%81%cf%8c%ce%bd%ce%b9%ce%b1-%ce%ad%ce%bd%cf%89%cf%83%ce%b7-%ce%b5%ce%bb%ce%bb%ce%ae%ce%bd%cf%89%ce%bd-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%af%ce%b1%cf%82-%ce%bc%ce%b9%ce%b1-%cf%83/
2021-12-20,2021,Greek,75 χρόνια Ένωση Ελλήνων Ολλανδίας – Μια σύντομη αναδρομή στο χρόνο,full_text,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,572,"Φέτος, η Ένωση Ελλήνων Ολλανδίας γιορτάζει 75 χρόνια από την ίδρυσή της! Ως φόρο τιμής σε όσους και όσες κόπιασαν και έδωσαν χρόνο και αγάπη όλη αυτή τη μακρά χρονική περίοδο των 75 ετών για να παραμείνει ο Σύλλογος ζωντανός ετοιμάσαμε αυτό το σύντομο άρθρο – ...",https://vvgn.eu/el/2021/12/20/75-%CF%87%CF%81%CF%8C%CE%BD%CE%B9%CE%B1-%CE%AD%CE%BD%CF%89%CF%83%CE%B7-%CE%B5%CE%BB%CE%BB%CE%AE%CE%BD%CF%89%CE%BD-%CE%BF%CE%BB%CE%BB%CE%B1%CE%BD%CE%B4%CE%AF%CE%B1%CF%82-%CE%BC%CE%B9%CE%B1-%CF%83/
2021-12-22,2021,Dutch,(Ελληνικά) 75 Χρόνια Ένωση Ελλήνων Ολλανδίας – Επετειακό & εορταστικό χριστουγεννιάτικο βίντεο!,placeholder_only,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/12/22/75-%cf%87%cf%81%cf%8c%ce%bd%ce%b9%ce%b1-%ce%ad%ce%bd%cf%89%cf%83%ce%b7-%ce%b5%ce%bb%ce%bb%ce%ae%ce%bd%cf%89%ce%bd-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%af%ce%b1%cf%82-%ce%b5%cf%80%ce%b5%cf%84/
2021-12-22,2021,Greek,75 Χρόνια Ένωση Ελλήνων Ολλανδίας – Επετειακό & εορταστικό χριστουγεννιάτικο βίντεο!,full_text,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,92,"Η Ένωση Ελλήνων Ολλανδίας ιδρύθηκε το 1946 και φέτος γιορτάζει τα 75 χρόνια της. Ιδρυτικά μέλη, παλιοί και νέοι εθελοντές, υπεύθυνοι της πολιτιστικής ομάδας δίνουν ευχές, μας χαρίζουν τα χαμόγελά τους και μέσα από το κέφι και την όρεξή τους μας δίνουν ελπίδα για το μέλλον! ...",https://vvgn.eu/el/2021/12/22/75-%cf%87%cf%81%cf%8c%ce%bd%ce%b9%ce%b1-%ce%ad%ce%bd%cf%89%cf%83%ce%b7-%ce%b5%ce%bb%ce%bb%ce%ae%ce%bd%cf%89%ce%bd-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%af%ce%b1%cf%82-%ce%b5%cf%80%ce%b5%cf%84/
2022-01-18,2022,Dutch,(Ελληνικά) Νέος Κύκλος Online Μαθημάτων Ολλανδικής Γλώσσας,placeholder_only,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/01/18/%ce%bd%ce%ad%ce%bf%cf%82-%ce%ba%cf%8d%ce%ba%ce%bb%ce%bf%cf%82-online-%ce%bc%ce%b1%ce%b8%ce%b7%ce%bc%ce%ac%cf%84%cf%89%ce%bd-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%b9%ce%ba%ce%ae%cf%82-%ce%b3%ce%bb/
2022-01-18,2022,Greek,Νέος Κύκλος Online Μαθημάτων Ολλανδικής Γλώσσας,full_text,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,164,"Αγαπητά μέλη και φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Το 2022 είναι εδώ και θέλουμε να σας δώσουμε τις θερμότερες μας ευχές για μια καλή & δημιουργική χρονιά, με ψυχική και σωματική υγεία! Είμαστε στην ευχάριστη θέση να σας ανακοινώσουμε την έναρξη νέων – online – ...",https://vvgn.eu/el/2022/01/18/%CE%BD%CE%AD%CE%BF%CF%82-%CE%BA%CF%8D%CE%BA%CE%BB%CE%BF%CF%82-online-%CE%BC%CE%B1%CE%B8%CE%B7%CE%BC%CE%AC%CF%84%CF%89%CE%BD-%CE%BF%CE%BB%CE%BB%CE%B1%CE%BD%CE%B4%CE%B9%CE%BA%CE%AE%CF%82-%CE%B3%CE%BB/
2022-02-10,2022,Dutch,"(Ελληνικά) Μαθήματα ηλεκτρικής (τζαζ, ροκ, μπλουζ) κιθάρας",placeholder_only,Course / class,Μαθήματα μουσικής & μουσικών οργάνων,Μαθήματα μουσικής & μουσικών οργάνων,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/02/10/%ce%bc%ce%b1%ce%b8%ce%ae%ce%bc%ce%b1%cf%84%ce%b1-%ce%b7%ce%bb%ce%b5%ce%ba%cf%84%cf%81%ce%b9%ce%ba%ce%ae%cf%82-%cf%84%ce%b6%ce%b1%ce%b6-%ce%ba%ce%b9%ce%b8%ce%ac%cf%81%ce%b1%cf%82/
2022-02-10,2022,Greek,"Μαθήματα ηλεκτρικής (τζαζ, ροκ, μπλουζ) κιθάρας",full_text,Course / class,Μαθήματα μουσικής & μουσικών οργάνων,Μαθήματα μουσικής & μουσικών οργάνων,66,"Αγαπητά μας μέλη & φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Με χαρά σας ενημερώνουμε για την έναρξη Μαθημάτων Ηλεκτρικής (τζαζ, ροκ, μπλουζ) Κιθάρας στο Ελληνικό Σπίτι στο Ρότερνταμ. Τα τμήματα θα είναι ολιγομελή. Τα μαθήματα απευθύνονται σε παιδιά, εφήβους και ενήλικες Ελληνόφωνους. Υπάρχει η δυνατότητα για ...",https://vvgn.eu/el/2022/02/10/%CE%BC%CE%B1%CE%B8%CE%AE%CE%BC%CE%B1%CF%84%CE%B1-%CE%B7%CE%BB%CE%B5%CE%BA%CF%84%CF%81%CE%B9%CE%BA%CE%AE%CF%82-%CF%84%CE%B6%CE%B1%CE%B6-%CE%BA%CE%B9%CE%B8%CE%AC%CF%81%CE%B1%CF%82/
2022-02-13,2022,Dutch,(Ελληνικά) Νύχτες προβολών: Κάθε Πέμπτη στο Ελληνικό Σπίτι στο Ρότερνταμ!,placeholder_only,Cultural program activity,Βραδιές Σινεμά,Βραδιές Σινεμά,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/02/13/%ce%bd%cf%8d%cf%87%cf%84%ce%b5%cf%82-%cf%80%cf%81%ce%bf%ce%b2%ce%bf%ce%bb%cf%8e%ce%bd-%ce%ba%ce%ac%ce%b8%ce%b5-%cf%80%ce%ad%ce%bc%cf%80%cf%84%ce%b7-%cf%83%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd/
2022-02-14,2022,Dutch,(Ελληνικά) CiNE CLUB | Προβολές Ταινίων | Ελλάδα του ’90,placeholder_only,Cultural program activity,Βραδιές Σινεμά,Βραδιές Σινεμά,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/02/14/cine-club-%cf%80%cf%81%ce%bf%ce%b2%ce%bf%ce%bb%ce%ad%cf%82-%cf%84%ce%b1%ce%b9%ce%bd%ce%af%cf%89%ce%bd-%ce%b5%ce%bb%ce%bb%ce%ac%ce%b4%ce%b1-%cf%84%ce%bf%cf%85-90/
2022-03-25,2022,Dutch,(Ελληνικά) Συναυλία ‘’THE AGORA UNVEILED’’,placeholder_only,General announcement,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/03/25/%cf%83%cf%85%ce%bd%ce%b1%cf%85%ce%bb%ce%af%ce%b1-the-agora-unveiled/
2022-03-25,2022,Greek,Συναυλία ‘’THE AGORA UNVEILED’’,full_text,General announcement,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,112,Με χαρά και τιμή η Πολιτιστική Ομάδα “Το Ελληνικό Σπίτι στο Ρότερνταμ” της Ένωσης Ελλήνων Ολλανδίας ανακοινώνει τη συνεργασία του Συλλόγου μας με τους MUSICENTRY & Foundation IHOS Amsterdam για τη διεξαγωγή της συναυλίας ‘’THE AGORA UNVEILED’’. Ως σπόνσορες & χορηγοί επικοινωνίας νιώθουμε ιδιαίτερη υπερηφάνεια για ...,https://vvgn.eu/el/2022/03/25/%CF%83%CF%85%CE%BD%CE%B1%CF%85%CE%BB%CE%AF%CE%B1-the-agora-unveiled/
2022-03-30,2022,Dutch,(Ελληνικά) 4o workshop εικαστικών με θέμα «Βόλτα στην αγορά»,placeholder_only,Workshop,Workshops Εικαστικών,Workshops Εικαστικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/03/30/4o-workshop-%ce%b5%ce%b9%ce%ba%ce%b1%cf%83%cf%84%ce%b9%ce%ba%cf%8e%ce%bd-%ce%bc%ce%b5-%ce%b8%ce%ad%ce%bc%ce%b1-%ce%b2%cf%8c%ce%bb%cf%84%ce%b1-%cf%83%cf%84%ce%b7%ce%bd-%ce%b1%ce%b3%ce%bf%cf%81/
2022-05-30,2022,Dutch,(Ελληνικά) Τη Δευτέρα 6 Ιουνίου 2022 το “Δείξε μου την Πόλη σου” ταξιδεύει στο Μάαστριχτ!,placeholder_only,Cultural program activity,Δείξε μου την πόλη σου!,Δείξε μου την πόλη σου!,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/05/30/%cf%84%ce%b7-%ce%b4%ce%b5%cf%85%cf%84%ce%ad%cf%81%ce%b1-6-%ce%b9%ce%bf%cf%85%ce%bd%ce%af%ce%bf%cf%85-2022-%cf%84%ce%bf-%ce%b4%ce%b5%ce%af%ce%be%ce%b5-%ce%bc%ce%bf%cf%85-%cf%84%ce%b7%ce%bd-%cf%80/
2022-06-08,2022,Dutch,(Ελληνικά) 12 Ιουνίου 2022: Έκθεση Εικαστικών στο Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Workshop,Workshops Εικαστικών,Workshops Εικαστικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/06/08/12-%ce%b9%ce%bf%cf%85%ce%bd%ce%af%ce%bf%cf%85-2022-%ce%ad%ce%ba%ce%b8%ce%b5%cf%83%ce%b7-%ce%b5%ce%b9%ce%ba%ce%b1%cf%83%cf%84%ce%b9%ce%ba%cf%8e%ce%bd-%cf%83%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd/
2022-09-15,2022,Dutch,(Ελληνικά) Online Μαθήματα Ολλανδικών από το Ελληνικό Σπίτι στο Ρότερνταμ / Φθινόπωρο – Χειμώνας 2022-23,placeholder_only,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/09/15/online-%ce%bc%ce%b1%ce%b8%ce%ae%ce%bc%ce%b1%cf%84%ce%b1-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%b9%ce%ba%cf%8e%ce%bd-%ce%b1%cf%80%cf%8c-%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%cf%8c/
2022-09-15,2022,Greek,Online Μαθήματα Ολλανδικών από το Ελληνικό Σπίτι στο Ρότερνταμ / Φθινόπωρο – Χειμώνας 2022-23,full_text,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,201,"Αγαπητά μέλη και φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Η νέα σχολική – ακαδημαϊκή χρονιά ξεκινά και θέλουμε να σας ευχηθούμε ολόψυχα ένα όμορφο φθινόπωρο και έναν δημιουργικό χειμώνα, με ψυχική και σωματική υγεία! Είμαστε στην ευχάριστη θέση να σας ανακοινώσουμε την έναρξη νέων – online ...",https://vvgn.eu/el/2022/09/15/online-%CE%BC%CE%B1%CE%B8%CE%AE%CE%BC%CE%B1%CF%84%CE%B1-%CE%BF%CE%BB%CE%BB%CE%B1%CE%BD%CE%B4%CE%B9%CE%BA%CF%8E%CE%BD-%CE%B1%CF%80%CF%8C-%CF%84%CE%BF-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C/
2022-09-18,2022,Dutch,(Ελληνικά) 1ο Workshop Εικαστικών,placeholder_only,Workshop,Workshops Εικαστικών,Workshops Εικαστικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/09/18/1%ce%bf-workshop-%ce%b5%ce%b9%ce%ba%ce%b1%cf%83%cf%84%ce%b9%ce%ba%cf%8e%ce%bd/
2022-09-18,2022,Dutch,"(Ελληνικά) Βίντεο: ΣΥΝΕΝΤΕΥΞΗ | ΠΟΤΕ, ΠΩΣ και ΓΙΑΤΙ απευθυνόμαστε στο Ελληνικό Προξενείο",placeholder_only,Community update,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/09/18/%ce%b2%ce%af%ce%bd%cf%84%ce%b5%ce%bf-%cf%83%cf%85%ce%bd%ce%b5%ce%bd%cf%84%ce%b5%cf%85%ce%be%ce%b7-%cf%80%ce%bf%cf%84%ce%b5-%cf%80%cf%89%cf%83-%ce%ba%ce%b1%ce%b9-%ce%b3%ce%b9%ce%b1%cf%84%ce%b9/
2022-09-25,2022,Dutch,(Ελληνικά) OPEN DAY | Ενημέρωση Δράσεων στο Ελληνικό Σπίτι,placeholder_only,Public event promotion,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/09/25/open-day-%ce%b5%ce%bd%ce%b7%ce%bc%ce%ad%cf%81%cf%89%cf%83%ce%b7-%ce%b4%cf%81%ce%ac%cf%83%ce%b5%cf%89%ce%bd-%cf%83%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%cf%8c-%cf%83%cf%80%ce%af/
2022-09-25,2022,Greek,OPEN DAY | Ενημέρωση Δράσεων στο Ελληνικό Σπίτι,full_text,Public event promotion,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,104,"Tο Ελληνικό Σπίτι στο Ρότερνταμ ανοίγει τις πόρτες του για να σας υποδεχτεί και σας καλεί να γνωρίσετε τις δραστηριότητες και δράσεις της νέας χρονίας! Την Κυριακή 2 Οκτωβρίου σας υποδεχόμαστε και μαζί με τους υπεύθυνους των δράσεων συζητάμε για την δομή, τους στόχους και για ...",https://vvgn.eu/el/2022/09/25/open-day-%CE%B5%CE%BD%CE%B7%CE%BC%CE%AD%CF%81%CF%89%CF%83%CE%B7-%CE%B4%CF%81%CE%AC%CF%83%CE%B5%CF%89%CE%BD-%CF%83%CF%84%CE%BF-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C-%CF%83%CF%80%CE%AF/
2022-09-26,2022,Dutch,(Ελληνικά) Χορωδιακό Εργαστήρι 2022-23 από το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Cultural program activity,Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/09/26/%cf%87%ce%bf%cf%81%cf%89%ce%b4%ce%b9%ce%b1%ce%ba%cf%8c-%ce%b5%cf%81%ce%b3%ce%b1%cf%83%cf%84%ce%ae%cf%81%ce%b9-2022-23-%ce%b1%cf%80%cf%8c-%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%cf%8c/
2022-09-26,2022,Greek,Χορωδιακό Εργαστήρι 2022-23 από το Ελληνικό Σπίτι στο Ρότερνταμ,full_text,Cultural program activity,Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ,198,"Το Χορωδιακό εργαστήρι του «Ελληνικού σπιτιού στο Ρότερνταμ» ιδρύθηκε τον Νοέμβρη του 2018. Απευθύνεται σε όσους ενδιαφέρονται για την μελέτη της Ελληνικής μουσικής. Το ρεπερτόριο της ομάδας δομείται πάνω σε ελληνικά έργα και δίνεται ιδιαίτερη έμφαση σε έλληνες δημιουργούς. Η ομάδα συνεχίζει δυναμικά τη δραστηριότητα της, ...",https://vvgn.eu/el/2022/09/26/%CF%87%CE%BF%CF%81%CF%89%CE%B4%CE%B9%CE%B1%CE%BA%CF%8C-%CE%B5%CF%81%CE%B3%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9-2022-23-%CE%B1%CF%80%CF%8C-%CF%84%CE%BF-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C/
2022-10-01,2022,Dutch,(Ελληνικά) Λέσχη Φιλοσοφίας “ΔΙΑ-ΛΟΓΟΙ” από το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Cultural program activity,"Λέσχη Φιλοσοφίας ""Διά-Λόγοι""","Λέσχη Φιλοσοφίας ""Διά-Λόγοι""",0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/10/01/%ce%bb%ce%ad%cf%83%cf%87%ce%b7-%cf%86%ce%b9%ce%bb%ce%bf%cf%83%ce%bf%cf%86%ce%af%ce%b1%cf%82-%ce%b4%ce%b9%ce%b1-%ce%bb%ce%bf%ce%b3%ce%bf%ce%b9-%ce%b1%cf%80%cf%8c-%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb/
2022-10-03,2022,Dutch,(Ελληνικά) Θεατρικό Εργαστήρι 2022-23 του Ελληνικού Σπιτιού στο Ρότερνταμ,placeholder_only,Cultural program activity,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2022/10/03/%ce%b8%ce%b5%ce%b1%cf%84%cf%81%ce%b9%ce%ba%cf%8c-%ce%b5%cf%81%ce%b3%ce%b1%cf%83%cf%84%ce%ae%cf%81%ce%b9-2022-23-%cf%84%ce%bf%cf%85-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%ce%bf%cf%8d-%cf%83%cf%80/
2022-10-03,2022,Greek,Θεατρικό Εργαστήρι 2022-23 του Ελληνικού Σπιτιού στο Ρότερνταμ,full_text,Cultural program activity,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,95,"Αγαπάτε το θέατρο; Έχετε όνειρο να ασχοληθείτε στην πράξη μαζί του; Να παίξετε, να κάνετε θεατρικές ασκήσεις, να υποδυθείτε ρόλους; Να γίνεται μέλος μιας όμορφης, δεμένης θεατρικής ομάδας; Τότε σας ευχαριστούμε για το ενδιαφέρον σας για τη θεατρική μας ομάδα! Opening night: Την Παρασκευή 7 Οκτωβρίου ...",https://vvgn.eu/el/2022/10/03/%CE%B8%CE%B5%CE%B1%CF%84%CF%81%CE%B9%CE%BA%CF%8C-%CE%B5%CF%81%CE%B3%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9-2022-23-%CF%84%CE%BF%CF%85-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CE%BF%CF%8D-%CF%83%CF%80/
